label,text,tokens,clean_text
ham,wot u up 2 u weirdo,"['wot', 'u', '2', 'u', 'weirdo']",wot u 2 u weirdo
ham,can do lor,['lor'],lor
ham,dont put your phone on silent mode ok,"['dont', 'put', 'phone', 'silent', 'mode', 'ok']",dont put phone silent mode ok
ham,can i meet ì at 5 as 4 where depends on where ì wan 2 in lor,"['meet', 'ì', '5', '4', 'depends', 'ì', 'wan', '2', 'lor']",meet ì 5 4 depends ì wan 2 lor
ham,waiting 4 my tv show 2 start lor u leh still busy doing ur report,"['waiting', '4', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busy', 'ur', 'report']",waiting 4 tv show 2 start lor u leh still busy ur report
ham,oh ho is this the first time u use these type of words,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",oh ho first time u use type word
ham,am i the only one who doesnt stalk profiles,"['one', 'doesnt', 'stalk', 'profile']",one doesnt stalk profile
ham,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it   gud nyt,"['ever', 'green', 'quote', 'ever', 'told', 'jerry', 'cartoon', 'person', 'irritates', 'u', 'always', 'one', 'love', 'u', 'vry', 'much', 'fails', 'express', 'gud', 'nyt']",ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
ham,yes i thought so thanks,"['yes', 'thought', 'thanks']",yes thought thanks
ham,but if shes drinkin im ok,"['shes', 'drinkin', 'im', 'ok']",shes drinkin im ok
ham,just wondering the others just took off,"['wondering', 'others', 'took']",wondering others took
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng']",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
ham,what do you do my dog  must i always wait till the end of your day to have word from you  did you run out of time on your cell already,"['dog', 'must', 'always', 'wait', 'till', 'end', 'day', 'word', 'run', 'time', 'cell', 'already']",dog must always wait till end day word run time cell already
ham,happy new year to u too,"['happy', 'new', 'year', 'u']",happy new year u
ham,heygreat dealfarm tour 9am to 5pm 95pax 50 deposit by 16 may,"['heygreat', 'dealfarm', 'tour', '9am', '5pm', '95pax', '50', 'deposit', '16', 'may']",heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may
ham,eat jap done oso aft ur lect wat ìï got lect at 12 rite ,"['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'ìï', 'got', 'lect', '12', 'rite']",eat jap done oso aft ur lect wat ìï got lect 12 rite
ham,hey babe i saw you came online for a second and then you disappeared what happened ,"['hey', 'babe', 'saw', 'came', 'online', 'second', 'disappeared', 'happened']",hey babe saw came online second disappeared happened
ham,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,"['da', 'birthdate', 'certificate', 'april', 'real', 'date', 'today', 'dont', 'publish', 'shall', 'give', 'special', 'treat', 'keep', 'secret', 'way', 'thanks', 'wish']",da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
ham,happy birthday may all ur dreams come true,"['happy', 'birthday', 'may', 'ur', 'dream', 'come', 'true']",happy birthday may ur dream come true
ham,aiyah u did ok already lar e nydc at wheellock,"['aiyah', 'u', 'ok', 'already', 'lar', 'e', 'nydc', 'wheellock']",aiyah u ok already lar e nydc wheellock
ham,tell her i said eat shit,"['tell', 'said', 'eat', 'shit']",tell said eat shit
ham,sure i am driving but will reach my destination soon,"['sure', 'driving', 'reach', 'destination', 'soon']",sure driving reach destination soon
ham,k so am i how much for an 8th fifty,"['k', 'much', '8th', 'fifty']",k much 8th fifty
ham,your daily text from me ûò a favour this time,"['daily', 'text', '\x89ûò', 'favour', 'time']",daily text ûò favour time
ham,great to hear you are settling well so whats happenin wit ola,"['great', 'hear', 'settling', 'well', 'whats', 'happenin', 'wit', 'ola']",great hear settling well whats happenin wit ola
ham,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,"['cocksucker', 'make', 'feel', 'better', 'ipads', 'worthless', 'garbage', 'novelty', 'item', 'feel', 'bad', 'even', 'wanting', 'one']",cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one
ham,i tot u reach liao he said tshirt,"['tot', 'u', 'reach', 'liao', 'said', 'tshirt']",tot u reach liao said tshirt
ham,fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx ps this is my dads fone no credit,"['fran', 'decided', '2', 'go', 'n', 'e', 'way', 'im', 'completely', 'broke', 'knackered', 'got', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'p', 'dad', 'fone', 'credit']",fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx p dad fone credit
ham,i cant pick the phone right now pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",cant pick phone right pls send message
ham,your right ill make the appointment right now,"['right', 'ill', 'make', 'appointment', 'right']",right ill make appointment right
ham,designation is software developer and may be she get chennai,"['designation', 'software', 'developer', 'may', 'get', 'chennai']",designation software developer may get chennai
spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186 ,"['enjoy', 'jamster', 'videosound', 'gold', 'club', 'credit', '2', 'new', 'videosounds2', 'logosmusicnews', 'get', 'fun', 'jamstercouk', '16only', 'help', 'call', '09701213186']",enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186
spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply,"['get', '3', 'lion', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'wwwringtonescouk', 'original', 'n', 'best', 'tone', '3gbp', 'network', 'operator', 'rate', 'apply']",get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tone 3gbp network operator rate apply
ham,i jokin oni lar ìï busy then i wun disturb ì,"['jokin', 'oni', 'lar', 'ìï', 'busy', 'wun', 'disturb', 'ì']",jokin oni lar ìï busy wun disturb ì
ham,ok be careful  dont text and drive ,"['ok', 'careful', 'dont', 'text', 'drive']",ok careful dont text drive
ham,ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it,"['ill', 'always', 'even', 'spirit', 'ill', 'get', 'bb', 'soon', 'trying', 'sure', 'need']",ill always even spirit ill get bb soon trying sure need
ham,u r too much close to my heart if u go away i will be shattered plz stay with me,"['u', 'r', 'much', 'close', 'heart', 'u', 'go', 'away', 'shattered', 'plz', 'stay']",u r much close heart u go away shattered plz stay
ham,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,"['love', 'u', '2', 'babe', 'r', 'u', 'sure', 'everything', 'alrite', 'idiot', 'txt', 'bak', 'girlie']",love u 2 babe r u sure everything alrite idiot txt bak girlie
ham,how abt making some of the pics bigger,"['abt', 'making', 'pic', 'bigger']",abt making pic bigger
ham,got but got 2 colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,"['got', 'got', '2', 'colour', 'lor', 'one', 'colour', 'quite', 'light', 'n', 'e', 'darker', 'lor', 'actually', 'im', 'done', 'shes', 'styling', 'hair']",got got 2 colour lor one colour quite light n e darker lor actually im done shes styling hair
ham,whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wanna say jus walk wid me a little whileamp i promise ill bring back ur smile,"['whenevr', 'ur', 'sad', 'whenevr', 'ur', 'gray', 'remembr', 'im', '2', 'listn', '2', 'watevr', 'u', 'wan', 'na', 'say', 'jus', 'walk', 'wid', 'little', 'whileamp', 'promise', 'ill', 'bring', 'back', 'ur', 'smile']",whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say jus walk wid little whileamp promise ill bring back ur smile
ham,why nothing ok anyway give me treat,"['nothing', 'ok', 'anyway', 'give', 'treat']",nothing ok anyway give treat
spam,win the newest ûïharry potter and the order of the phoenix book 5 reply harry answer 5 questions  chance to be the first among readers,"['win', 'newest', '\x89ûïharry', 'potter', 'order', 'phoenix', 'book', '5', 'reply', 'harry', 'answer', '5', 'question', 'chance', 'first', 'among', 'reader']",win newest ûïharry potter order phoenix book 5 reply harry answer 5 question chance first among reader
ham,ok,['ok'],ok
ham,correct so how was work today,"['correct', 'work', 'today']",correct work today
ham,just sent again do you scream and moan in bed princess,"['sent', 'scream', 'moan', 'bed', 'princess']",sent scream moan bed princess
ham,i wake up long ago already dunno what other thing,"['wake', 'long', 'ago', 'already', 'dunno', 'thing']",wake long ago already dunno thing
ham,oh just getting even with u u,"['oh', 'getting', 'even', 'u', 'u']",oh getting even u u
ham,i thk 50 shd be ok he said plus minus 10 did ì leave a line in between paragraphs,"['thk', '50', 'shd', 'ok', 'said', 'plus', 'minus', '10', 'ì', 'leave', 'line', 'paragraph']",thk 50 shd ok said plus minus 10 ì leave line paragraph
ham,can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before 4o clock so call me plz,"['call', 'plz', 'number', 'show', 'coveragd', 'area', 'urgnt', 'call', 'vasai', 'amp', 'reach', '4o', 'clock', 'call', 'plz']",call plz number show coveragd area urgnt call vasai amp reach 4o clock call plz
ham,yeah jays sort of a fucking retard,"['yeah', 'jay', 'sort', 'fucking', 'retard']",yeah jay sort fucking retard
ham,sorry was in the bathroom sup,"['sorry', 'bathroom', 'sup']",sorry bathroom sup
spam,ur balance is now å£500 ur next question is who sang uptown girl in the 80s  2 answer txt ur answer to 83600 good luck,"['ur', 'balance', 'å£500', 'ur', 'next', 'question', 'sang', 'uptown', 'girl', '80', '2', 'answer', 'txt', 'ur', 'answer', '83600', 'good', 'luck']",ur balance å£500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck
ham,my exam is for february 4 wish you a great day,"['exam', 'february', '4', 'wish', 'great', 'day']",exam february 4 wish great day
ham,i dont know what to do to come out of this so only am ask questions like this dont mistake me,"['dont', 'know', 'come', 'ask', 'question', 'like', 'dont', 'mistake']",dont know come ask question like dont mistake
ham,aight no rush ill ask jay,"['aight', 'rush', 'ill', 'ask', 'jay']",aight rush ill ask jay
ham,good morning plz call me sir,"['good', 'morning', 'plz', 'call', 'sir']",good morning plz call sir
ham,its ok lar u sleep early too nite,"['ok', 'lar', 'u', 'sleep', 'early', 'nite']",ok lar u sleep early nite
ham,oh icic k lor den meet other day,"['oh', 'icic', 'k', 'lor', 'den', 'meet', 'day']",oh icic k lor den meet day
ham,oh  a half hour is much longer in syria than canada eh  wow you must get so much more work done in a day than us with all that extra time  grins,"['oh', 'half', 'hour', 'much', 'longer', 'syria', 'canada', 'eh', 'wow', 'must', 'get', 'much', 'work', 'done', 'day', 'u', 'extra', 'time', 'grin']",oh half hour much longer syria canada eh wow must get much work done day u extra time grin
ham,sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon,"['sometimes', 'put', 'wall', 'around', 'heartsnot', 'safe', 'getting', 'hurt', 'find', 'care', 'enough', 'break', 'wall', 'amp', 'get', 'closer', 'goodnoon']",sometimes put wall around heartsnot safe getting hurt find care enough break wall amp get closer goodnoon
ham,sweet we may or may not go to 4u to meet carlos so gauge pattys interest in that,"['sweet', 'may', 'may', 'go', '4u', 'meet', 'carlos', 'gauge', 'patty', 'interest']",sweet may may go 4u meet carlos gauge patty interest
ham,then she buying today ìï no need to c meh,"['buying', 'today', 'ìï', 'need', 'c', 'meh']",buying today ìï need c meh
ham,aight sorry i take ten years to shower whats the plan,"['aight', 'sorry', 'take', 'ten', 'year', 'shower', 'whats', 'plan']",aight sorry take ten year shower whats plan
ham,every mondaynxt week vl be completing,"['every', 'mondaynxt', 'week', 'vl', 'completing']",every mondaynxt week vl completing
ham,might ax well im there,"['might', 'ax', 'well', 'im']",might ax well im
ham,just chill for another 6hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,"['chill', 'another', '6hrs', 'could', 'sleep', 'pain', 'surgical', 'emergency', 'see', 'unfolds', 'okay']",chill another 6hrs could sleep pain surgical emergency see unfolds okay
ham,yeah ill try to scrounge something up,"['yeah', 'ill', 'try', 'scrounge', 'something']",yeah ill try scrounge something
ham,crazy ar hes married ìï like gd looking guys not me my frens like say hes korean leonas fave but i dun thk he is aft some thinking mayb most prob ill go,"['crazy', 'ar', 'he', 'married', 'ìï', 'like', 'gd', 'looking', 'guy', 'frens', 'like', 'say', 'he', 'korean', 'leonas', 'fave', 'dun', 'thk', 'aft', 'thinking', 'mayb', 'prob', 'ill', 'go']",crazy ar he married ìï like gd looking guy frens like say he korean leonas fave dun thk aft thinking mayb prob ill go
ham,were somewhere on fredericksburg,"['somewhere', 'fredericksburg']",somewhere fredericksburg
ham,que pases un buen tiempo or something like that,"['que', 'pas', 'un', 'buen', 'tiempo', 'something', 'like']",que pas un buen tiempo something like
ham,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,"['ok', 'stay', 'night', 'xavier', 'sleeping', 'bag', 'im', 'getting', 'tired']",ok stay night xavier sleeping bag im getting tired
ham,she doesnt need any test,"['doesnt', 'need', 'test']",doesnt need test
ham,nothing much chillin at home any super bowl plan,"['nothing', 'much', 'chillin', 'home', 'super', 'bowl', 'plan']",nothing much chillin home super bowl plan
spam,free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 å£3wk,"['free2day', 'sexy', 'st', 'george', 'day', 'pic', 'jordantxt', 'pic', '89080', 'dont', 'miss', 'every', 'wk', 'saucy', 'celeb4', 'pic', 'c', 'pocketbabecouk', '0870241182716', 'å£3wk']",free2day sexy st george day pic jordantxt pic 89080 dont miss every wk saucy celeb4 pic c pocketbabecouk 0870241182716 å£3wk
ham,bugis oso near wat ,"['bugis', 'oso', 'near', 'wat']",bugis oso near wat
ham,yo theres no class tmrw right,"['yo', 'there', 'class', 'tmrw', 'right']",yo there class tmrw right
ham,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in worldgnun  sent via way2smscom,"['let', 'ur', 'heart', 'ur', 'compass', 'ur', 'mind', 'ur', 'map', 'ur', 'soul', 'ur', 'guide', 'u', 'never', 'loose', 'worldgnun', 'sent', 'via', 'way2smscom']",let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via way2smscom
ham,goodnight sleep well da please take care pa please,"['goodnight', 'sleep', 'well', 'da', 'please', 'take', 'care', 'pa', 'please']",goodnight sleep well da please take care pa please
ham,baaaaabe i misss youuuuu  where are you  i have to go and teach my class at 5 ,"['baaaaabe', 'miss', 'youuuuu', 'go', 'teach', 'class', '5']",baaaaabe miss youuuuu go teach class 5
ham,convey my regards to him,"['convey', 'regard']",convey regard
ham,u ned to convince him tht its not possible witot hurting his feeling its the main,"['u', 'ned', 'convince', 'tht', 'possible', 'witot', 'hurting', 'feeling', 'main']",u ned convince tht possible witot hurting feeling main
ham,good afternoon loverboy  how goes you day  any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,"['good', 'afternoon', 'loverboy', 'go', 'day', 'luck', 'come', 'way', 'think', 'sweetie', 'send', 'love', 'across', 'sea', 'make', 'smile', 'happy']",good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
ham,if i start sending blackberry torch to nigeria will you find buyer for melike 4a month and tell dad not to buy bb from anyone oh,"['start', 'sending', 'blackberry', 'torch', 'nigeria', 'find', 'buyer', 'melike', '4a', 'month', 'tell', 'dad', 'buy', 'bb', 'anyone', 'oh']",start sending blackberry torch nigeria find buyer melike 4a month tell dad buy bb anyone oh
ham,ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to  ltgt  frnds in ltgt  mins whn u read,"['ltgt', 'pple', 'marry', 'lover', 'becz', 'hav', 'gud', 'undrstndng', 'dat', 'avoids', 'problem', 'sent', 'dis', '2', 'u', 'u', 'wil', 'get', 'gud', 'news', 'friday', 'person', 'like', 'tomorrow', 'best', 'day', 'life', 'dont', 'break', 'chain', 'break', 'suffer', 'send', 'ltgt', 'frnds', 'ltgt', 'min', 'whn', 'u', 'read']",ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read
ham,yo dude guess who just got arrested the other day,"['yo', 'dude', 'guess', 'got', 'arrested', 'day']",yo dude guess got arrested day
ham,shuhui say change 2 suntec steamboat u noe where where r u now,"['shuhui', 'say', 'change', '2', 'suntec', 'steamboat', 'u', 'noe', 'r', 'u']",shuhui say change 2 suntec steamboat u noe r u
ham,what does the dance river do,"['dance', 'river']",dance river
ham,yetunde im sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger,"['yetunde', 'im', 'sorry', 'moji', 'seem', 'busy', 'able', 'go', 'shopping', 'please', 'find', 'way', 'get', 'wanted', 'u', 'get', 'please', 'forgive', 'reply', 'free', 'via', 'yahoo', 'messenger']",yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
ham,hey i will be really pretty late you want to go for the lesson first i will join you im only reaching tp mrt,"['hey', 'really', 'pretty', 'late', 'want', 'go', 'lesson', 'first', 'join', 'im', 'reaching', 'tp', 'mrt']",hey really pretty late want go lesson first join im reaching tp mrt
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,"['hot', 'live', 'fantasy', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']",hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
ham,bbq this sat at mine from 6ish ur welcome 2 come,"['bbq', 'sat', 'mine', '6ish', 'ur', 'welcome', '2', 'come']",bbq sat mine 6ish ur welcome 2 come
ham,i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough û,"['dont', 'know', 'thing', 'thats', 'wrong', 'everyso', 'often', 'panicks', 'start', 'goin', 'bout', 'bein', 'good', 'enough', '\x89û']",dont know thing thats wrong everyso often panicks start goin bout bein good enough û
ham,alright im outhave a good night,"['alright', 'im', 'outhave', 'good', 'night']",alright im outhave good night
ham,did you try making another butt,"['try', 'making', 'another', 'butt']",try making another butt
ham,hope you are feeling great pls fill me in abiola,"['hope', 'feeling', 'great', 'pls', 'fill', 'abiola']",hope feeling great pls fill abiola
ham,i though we shd go out n have some fun so bar in town or something ûò sound ok,"['though', 'shd', 'go', 'n', 'fun', 'bar', 'town', 'something', '\x89ûò', 'sound', 'ok']",though shd go n fun bar town something ûò sound ok
ham,1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press  ltgt  5gently remove ur hand its interesting,"['1', 'go', 'write', 'msg', '2', 'put', 'dictionary', 'mode', '3cover', 'screen', 'hand', '4press', 'ltgt', '5gently', 'remove', 'ur', 'hand', 'interesting']",1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
spam,bears pic nick and tom pete and  dick in fact all types try gay chat with photo upload call 08718730666 10pmin 2 stop texts call 08712460324,"['bear', 'pic', 'nick', 'tom', 'pete', 'dick', 'fact', 'type', 'try', 'gay', 'chat', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'text', 'call', '08712460324']",bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10pmin 2 stop text call 08712460324
spam,500 new mobiles from 2004 must go txt nokia to no 89545  collect yours todayfrom only å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"['500', 'new', 'mobile', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'todayfrom', 'å£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']",500 new mobile 2004 must go txt nokia 89545 collect todayfrom å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,were finally ready fyi,"['finally', 'ready', 'fyi']",finally ready fyi
ham,auntie huai juan never pick up her phone,"['auntie', 'huai', 'juan', 'never', 'pick', 'phone']",auntie huai juan never pick phone
spam,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56,"['double', 'min', 'double', 'txt', '12', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobile', 'call', 'mobileupd8', 'latest', 'offer', '08000839402', 'call2optoutlf56']",double min double txt 12 price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402 call2optoutlf56
ham,ya tel wats ur problem,"['ya', 'tel', 'wats', 'ur', 'problem']",ya tel wats ur problem
spam,no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info,"['1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nok', '87021', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150ptone', '16', 'reply', 'hl', '4info']",1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info
ham,i dnt wnt to tlk wid u,"['dnt', 'wnt', 'tlk', 'wid', 'u']",dnt wnt tlk wid u
ham,we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight,"['spend', 'day', 'waiting', 'ideal', 'path', 'appear', 'front', 'u', 'forget', 'path', 'made', 'walking', 'waiting', 'goodnight']",spend day waiting ideal path appear front u forget path made walking waiting goodnight
ham,its ok my arm is feeling weak cuz i got a shot so we can go another time,"['ok', 'arm', 'feeling', 'weak', 'cuz', 'got', 'shot', 'go', 'another', 'time']",ok arm feeling weak cuz got shot go another time
ham,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle ,"['please', 'reserve', 'ticket', 'saturday', 'eve', 'chennai', 'thirunelvali', 'tirunelvali', 'chennai', 'sunday', 'evei', 'already', 'see', 'netno', 'ticket', 'availablei', 'want', 'book', 'ticket', 'tackle']",please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle
ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person,"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moralone', '4get', 'name', 'person']",storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person
ham,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes,"['thats', 'ok', 'popped', 'ask', 'bout', 'something', 'said', 'youd', 'around', 'tonght', 'wen', 'girl', 'come']",thats ok popped ask bout something said youd around tonght wen girl come
ham,all e best 4 ur exam later,"['e', 'best', '4', 'ur', 'exam', 'later']",e best 4 ur exam later
ham,hope ur head doesnt hurt 2 much  am ploughing my way through a pile of ironing  staying in with a chinky tonight come round if you like,"['hope', 'ur', 'head', 'doesnt', 'hurt', '2', 'much', 'ploughing', 'way', 'pile', 'ironing', 'staying', 'chinky', 'tonight', 'come', 'round', 'like']",hope ur head doesnt hurt 2 much ploughing way pile ironing staying chinky tonight come round like
ham,oh ki think most of wi and nz players unsold,"['oh', 'ki', 'think', 'wi', 'nz', 'player', 'unsold']",oh ki think wi nz player unsold
ham,haha where got so fast lose weight thk muz go 4 a month den got effect geelater we go aust put bk e weight,"['haha', 'got', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'month', 'den', 'got', 'effect', 'geelater', 'go', 'aust', 'put', 'bk', 'e', 'weight']",haha got fast lose weight thk muz go 4 month den got effect geelater go aust put bk e weight
ham,i wonder how you got online my love  had you gone to the net cafe  did you get your phone recharged  were you on a friends net  i think of you boytoy,"['wonder', 'got', 'online', 'love', 'gone', 'net', 'cafe', 'get', 'phone', 'recharged', 'friend', 'net', 'think', 'boytoy']",wonder got online love gone net cafe get phone recharged friend net think boytoy
ham,haha just kidding papa needs drugs,"['haha', 'kidding', 'papa', 'need', 'drug']",haha kidding papa need drug
ham,thk shld b can ya i wana go 4 lessons haha can go for one whole stretch,"['thk', 'shld', 'b', 'ya', 'wana', 'go', '4', 'lesson', 'haha', 'go', 'one', 'whole', 'stretch']",thk shld b ya wana go 4 lesson haha go one whole stretch
ham,oh ok,"['oh', 'ok']",oh ok
ham,r we still meeting 4 dinner tonight,"['r', 'still', 'meeting', '4', 'dinner', 'tonight']",r still meeting 4 dinner tonight
ham,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']",thats cool gentleman treat dignity respect
ham,shall i start from hear,"['shall', 'start', 'hear']",shall start hear
ham,then we wait 4 u lor no need 2 feel bad lar,"['wait', '4', 'u', 'lor', 'need', '2', 'feel', 'bad', 'lar']",wait 4 u lor need 2 feel bad lar
ham,no did you check i got his detailed message now,"['check', 'got', 'detailed', 'message']",check got detailed message
ham,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,"['registered', 'sinco', 'payee', 'log', 'icicibankcom', 'enter', 'urn', 'ltgt', 'confirm', 'beware', 'fraud', 'share', 'disclose', 'urn', 'anyone']",registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
ham,no i decided that only people who care about stuff vote and caring about stuff is for losers,"['decided', 'people', 'care', 'stuff', 'vote', 'caring', 'stuff', 'loser']",decided people care stuff vote caring stuff loser
ham,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,"['kaiez', 'enjoy', 'ur', 'tuition', 'gee', 'thk', 'e', 'second', 'option', 'sound', 'beta', 'ill', 'go', 'yan', 'jiu', 'den', 'msg', 'u']",kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
ham,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,"['registered', 'sinco', 'payee', 'log', 'icicibankcom', 'enter', 'urn', 'ltgt', 'confirm', 'beware', 'fraud', 'share', 'disclose', 'urn', 'anyone']",registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
ham,cool we will have fun practicing making babies,"['cool', 'fun', 'practicing', 'making', 'baby']",cool fun practicing making baby
ham,actually getting ready to leave the house,"['actually', 'getting', 'ready', 'leave', 'house']",actually getting ready leave house
ham,kkany special today,"['kkany', 'special', 'today']",kkany special today
spam,urgent important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you,"['urgent', 'important', 'information', 'o2', 'user', 'today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']",urgent important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
ham,then we gotta do it after that,"['got', 'ta']",got ta
ham,ive got ten bucks jay is being noncomittal,"['ive', 'got', 'ten', 'buck', 'jay', 'noncomittal']",ive got ten buck jay noncomittal
ham,where at were hungry too,['hungry'],hungry
ham,pls speak to that customer machan,"['pls', 'speak', 'customer', 'machan']",pls speak customer machan
